3.586034946644553;0.0	4.3372497903594445;0.0	4.14502575747639;0.0	4.173424505900075;0.0	4.248783743941191;0.0	
3.6016136670788748;0.0	4.187055388382154;0.0	4.146335706106042;0.0	4.182715609753354;0.0	4.0825314540309865;0.0	
3.7696286039608813;0.0	5.073638049460441;0.0	4.6201373331388265;0.0	4.552709797044001;0.0	4.461656202323955;0.0	
3.717433667857257;0.0	6.25341183548069;0.0	6.5556138178899115;0.0	5.548092554836283;0.0	5.780421066077444;0.0	
3.0377011597431784;0.0	5.749002183319661;0.0	4.5397601842658935;0.0	5.549296417180927;0.0	4.1462908267014305;0.0	
4.609251513126694;0.0	4.6746532795760976;0.0	4.341880372386336;0.0	4.7067287576446315;0.0	4.271316420549727;0.0	
1.984059450973095;0.0	4.477158462501612;0.0	4.106002285647285;0.0	4.0138760770235455;0.0	4.159616113966849;0.0	
3.018962461507233;0.0	5.035978188889095;0.0	4.147221793643426;0.0	5.280106613586307;0.0	4.182329981909522;0.0	
4.094046825579749;0.0	6.745411314147046;0.0	4.642493711977271;0.0	5.669379874906481;0.0	4.261841947356571;0.0	
4.507867034736734;0.0	6.022070420355255;0.0	4.996984191594626;0.0	5.404573682584739;0.0	4.296635632340097;0.0	
3.8106012371707227;0.0	5.016245673598019;0.0	4.254595078431781;0.0	4.485654562947701;0.0	4.243789221990426;0.0	
3.7228720955133303;0.0	4.2551561041228165;0.0	4.57678936733816;0.0	4.154112969092568;0.0	4.231368368199122;0.0	
3.72553797215268;0.0	4.696600168994714;0.0	3.924584600424462;0.0	4.111519738849976;0.0	4.126938426251257;0.0	
3.7801336706988047;0.0	4.631612063826614;0.0	4.087190111858937;0.0	4.158346312776497;0.0	4.253971900838154;0.0	
2.8636657123762186;0.0	4.20750053254012;0.0	3.8899832556507;0.0	4.103071123021499;0.0	4.207774003173804;0.0	
2.7020253072237272;0.0	4.263041540683242;0.0	4.399838025044283;0.0	4.064123531087765;0.0	4.222730640111675;0.0	
3.7264612419950507;0.0	4.364272187130621;0.0	4.062964475476237;0.0	4.142282372733029;0.0	4.2197621136222345;0.0	
3.2180345430549924;0.0	5.810389048469555;0.0	5.44017134755056;0.0	4.994553608248332;0.0	5.198674777429348;0.0	
3.038459557261964;0.0	4.309246074388983;0.0	4.068883446850975;0.0	4.066621164286965;0.0	4.111242602519135;0.0	
3.088601930362884;0.0	4.316126024369205;0.0	4.308799331739494;0.0	4.1749075329006144;0.0	4.1465227749218725;0.0	
3.5549585969616215;0.0	4.3832357544632545;0.0	4.216586678178908;0.0	4.160528583853665;0.0	4.021897063541949;0.0	
2.789014092550701;0.0	5.457807524885761;0.0	4.932073411158952;0.0	4.257463081949354;0.0	4.368216079405774;0.0	
3.6968012695147277;0.0	4.253406265486864;0.0	4.101086593740131;0.0	4.220497581237601;0.0	4.15530206521293;0.0	
3.558984883933291;0.0	4.505244845300513;0.0	4.337187755643503;0.0	4.077870289376814;0.0	4.259488334362865;0.0	
